"","mean","median","sd","max","min","day","ais1"
"249",6.6219512195122,6,3.46281924642242,21,1,9,"Unknown"
"250",6.75949367088608,6,3.54536602527363,20,1,10,"Unknown"
"251",6.51282051282051,6,3.69535893462024,23,1,11,"Unknown"
"252",6.5,6,3.87046760489214,21,1,12,"Unknown"
"253",6.05194805194805,5,3.75182798918391,21,1,13,"Unknown"
"254",5.90540540540541,5,3.87534857086737,21,1,14,"Unknown"
"255",5.78666666666667,4,4.10435936118729,23,1,15,"Unknown"
"256",5.54666666666667,4,4.06798088349349,23,1,16,"Unknown"
"257",5.28378378378378,4,3.83395168029759,23,1,17,"Unknown"
"258",4.86301369863014,4,3.46536461322435,20,1,18,"Unknown"
"259",4.84722222222222,4,3.69109977207154,24,1,19,"Unknown"
"260",4.55555555555556,4,2.93060051957288,15,1,20,"Unknown"
"261",4.48571428571429,4,2.94265411669765,15,1,21,"Unknown"
"262",4.76811594202899,4,3.33054017671499,17,1,22,"Unknown"
"263",4.74626865671642,4,3.08634963151327,16,1,23,"Unknown"
"264",4.66666666666667,4,3.07512768131833,16,1,24,"Unknown"
"265",4.70588235294118,4,3.19074605756444,16,1,25,"Unknown"
"266",4.67164179104478,4,3.24452013401755,16,1,26,"Unknown"
"267",4.60606060606061,4,3.18592475587804,16,1,27,"Unknown"
"268",4.6,4,3.06594194335118,16,1,28,"Unknown"
"269",4.5625,4,2.98075839928711,16,1,29,"Unknown"
"270",4.32307692307692,4,3.02648564916726,16,1,30,"Unknown"
"271",4.53225806451613,4,2.88420084073353,16,1,31,"Unknown"
"272",4.44262295081967,4,2.76601150976115,14,1,32,"Unknown"
"273",4.45901639344262,4,2.61772019444276,11,1,33,"Unknown"
"274",4.34426229508197,4,2.6260569040651,12,1,34,"Unknown"
"275",4.33333333333333,3.5,2.96114193883389,17,1,35,"Unknown"
"276",4.23728813559322,4,3.04754838184472,15,1,36,"Unknown"
"277",4.27586206896552,4,2.83334222979992,14,1,37,"Unknown"
"278",4.25862068965517,4,2.92934544408687,14,1,38,"Unknown"
"279",4.03448275862069,3.5,2.90773630673795,14,1,39,"Unknown"
"280",4.12068965517241,4,2.72787807907118,13,1,40,"Unknown"
"281",3.91666666666667,3,2.87178953637674,12,1,41,"Unknown"
"282",3.93103448275862,3,2.9010709998479,13,1,42,"Unknown"
"283",3.94642857142857,3,2.79882860469189,12,1,43,"Unknown"
"284",3.87272727272727,3,2.76254408682465,12,1,44,"Unknown"
"285",4.26923076923077,3,3.17536710624565,13,1,45,"Unknown"
"286",4.28846153846154,4,3.10809530263414,14,1,46,"Unknown"
"287",4.15384615384615,3.5,3.07031719243172,12,1,47,"Unknown"
"288",4.09615384615385,3,3.5933468771869,21,1,48,"Unknown"
"289",3.75,2.5,3.13033857718988,16,1,49,"Unknown"
"290",3.78,2.5,3.02567246699821,12,1,50,"Unknown"
"291",3.85106382978723,3,3.11363567305696,11,1,51,"Unknown"
"292",3.63461538461538,2.5,3.16245651696896,13,1,52,"Unknown"
"293",3.42,2,2.92134998147872,13,1,53,"Unknown"
"294",3.21276595744681,2,2.66161254009642,10,1,54,"Unknown"
"295",3.08695652173913,2,2.5282939962356,10,1,55,"Unknown"
"296",3.06976744186047,2,2.57640714060352,10,1,56,"Unknown"
"297",2.9047619047619,2,2.25030647028814,8,1,57,"Unknown"
"298",2.78378378378378,2,2.21278024132456,8,1,58,"Unknown"
"299",3.17241379310345,2,2.34625789468557,9,1,59,"Unknown"
"300",3.45454545454545,2,2.57695414019975,9,1,60,"Unknown"
