"","mean","median","sd","max","min","day","ais1"
"241",4.2962962962963,3,4.17824387426299,25,1,1,"Unknown"
"242",5.41095890410959,5,3.65085840909883,19,1,2,"Unknown"
"243",6.22222222222222,6,3.48568501158668,19,1,3,"Unknown"
"244",6.58536585365854,6,3.47104858213773,18,1,4,"Unknown"
"245",6.89024390243902,6,4.0338264086761,27,1,5,"Unknown"
"246",6.82926829268293,6,4.1864121120089,27,1,6,"Unknown"
"247",6.88888888888889,6,4.19523539268061,29,1,7,"Unknown"
"248",7.19512195121951,6.5,4.28445085404731,30,1,8,"Unknown"
"249",7.09756097560976,6,4.08432642828402,27,1,9,"Unknown"
"250",7.27848101265823,7,4.224278754584,27,1,10,"Unknown"
"251",7.03846153846154,6,4.36170557517074,29,1,11,"Unknown"
"252",6.91025641025641,6,4.42303855548084,26,1,12,"Unknown"
"253",6.46753246753247,5,4.34252053773411,27,1,13,"Unknown"
"254",6.21621621621622,5,4.40507263718903,26,1,14,"Unknown"
"255",6.13333333333333,5,4.70862731283451,29,1,15,"Unknown"
"256",5.86666666666667,4,4.72009314307242,30,1,16,"Unknown"
"257",5.55405405405405,4,4.47869199316507,30,1,17,"Unknown"
"258",5.15068493150685,4,4.11187721686523,27,1,18,"Unknown"
"259",5.18055555555556,4,4.55429340506355,32,1,19,"Unknown"
"260",4.83333333333333,4,3.30172810066247,16,1,20,"Unknown"
"261",4.8,4,3.43722166198562,18,1,21,"Unknown"
"262",5.05797101449275,4,3.76080427087789,19,1,22,"Unknown"
"263",5.05970149253731,4,3.48538331883886,17,1,23,"Unknown"
"264",4.86363636363636,4,3.42787830156639,18,1,24,"Unknown"
"265",4.89705882352941,4,3.49472825105572,17,1,25,"Unknown"
"266",4.82089552238806,4,3.52877939723831,17,1,26,"Unknown"
"267",4.87878787878788,4,3.54971353780361,17,1,27,"Unknown"
"268",4.78461538461538,4,3.33303684578863,17,1,28,"Unknown"
"269",4.765625,4,3.26959143848328,17,1,29,"Unknown"
"270",4.49230769230769,4,3.23613908135082,17,1,30,"Unknown"
"271",4.70967741935484,4,3.10149142745288,17,1,31,"Unknown"
"272",4.62295081967213,4,3.02855264896303,15,1,32,"Unknown"
"273",4.63934426229508,4,2.76907196779743,11,1,33,"Unknown"
"274",4.47540983606557,4,2.77852813180557,12,1,34,"Unknown"
"275",4.5,4,3.09455508699404,17,1,35,"Unknown"
"276",4.44067796610169,4,3.40522512517555,18,1,36,"Unknown"
"277",4.5,4,3.14698407557614,16,1,37,"Unknown"
"278",4.44827586206897,4,3.19633789242706,15,1,38,"Unknown"
"279",4.20689655172414,4,3.09361890331296,15,1,39,"Unknown"
"280",4.27586206896552,4,2.83334222979992,13,1,40,"Unknown"
"281",4.15,3,3.09633462913704,13,1,41,"Unknown"
"282",4.13793103448276,3,3.03458587516597,13,1,42,"Unknown"
"283",4.19642857142857,3,2.9506217702662,12,1,43,"Unknown"
"284",4.07272727272727,3,2.87939387561151,12,1,44,"Unknown"
"285",4.48076923076923,3.5,3.32837111792578,13,1,45,"Unknown"
"286",4.48076923076923,4,3.22666819365981,14,1,46,"Unknown"
"287",4.40384615384615,4,3.32701135027924,13,1,47,"Unknown"
"288",4.42307692307692,3,4.17906150382958,26,1,48,"Unknown"
"289",4.01923076923077,3,3.40984954308627,18,1,49,"Unknown"
"290",4.02,3,3.19112289110314,12,1,50,"Unknown"
"291",4.1063829787234,3,3.3442620720662,11,1,51,"Unknown"
"292",3.82692307692308,3,3.34148701103973,13,1,52,"Unknown"
"293",3.56,2.5,3.01127134314409,13,1,53,"Unknown"
"294",3.34042553191489,2,2.77627053362162,11,1,54,"Unknown"
"295",3.19565217391304,2,2.5873157709392,10,1,55,"Unknown"
"296",3.18604651162791,2,2.63904576868491,10,1,56,"Unknown"
"297",3.02380952380952,2,2.33204709861336,8,1,57,"Unknown"
"298",2.91891891891892,2,2.33783349823409,8,1,58,"Unknown"
"299",3.27586206896552,2,2.35882161446494,9,1,59,"Unknown"
"300",3.54545454545455,2.5,2.57695414019975,9,1,60,"Unknown"
